,fileName,tag
294,294,12
295,295,2
296,296,6
297,297,2
298,298,7
299,299,1
300,300,2
301,301,2
302,302,13
303,303,2
304,304,5
305,305,2
306,306,2
307,307,2
308,308,9
309,309,3
310,310,2
311,311,13
312,312,9
313,313,7
314,314,1
315,315,11
316,316,1
317,317,10
318,318,2
319,319,2
320,320,2
321,321,2
322,322,7
323,323,6
324,324,3
325,325,0
326,326,9
327,327,4
328,328,8
329,329,2
330,330,7
331,331,2
332,332,1
333,333,0
334,334,7
335,335,6
336,336,13
337,337,12
338,338,2
339,339,1
340,340,4
341,341,11
342,342,6
343,343,10
344,344,15
345,345,6
346,346,2
347,347,8
348,348,8
349,349,7
350,350,2
351,351,2
352,352,2
353,353,14
354,354,13
355,355,10
356,356,2
357,357,2
358,358,11
359,359,4
360,360,12
361,361,1
362,362,8
363,363,2
364,364,2
365,365,7
366,366,9
367,367,2
368,368,4
369,369,2
370,370,2
371,371,10
372,372,2
373,373,2
374,374,3
375,375,2
376,376,13
377,377,12
378,378,13
379,379,2
380,380,3
381,381,13
382,382,1
383,383,6
384,384,1
385,385,12
386,386,2
387,387,7
388,388,8
389,389,2
390,390,9
391,391,10
392,392,5
393,393,5
394,394,13
395,395,2
396,396,1
397,397,2
398,398,6
399,399,8
400,400,2
401,401,4
402,402,1
403,403,0
404,404,2
405,405,1
406,406,7
407,407,2
408,408,1
409,409,2
410,410,0
411,411,11
412,412,6
413,413,8
414,414,5
415,415,2
416,416,2
417,417,13
418,418,2
419,419,4
420,420,1
421,421,7
422,422,2
423,423,9
424,424,9
425,425,12
426,426,4
427,427,2
428,428,2
429,429,12
430,430,2
431,431,2
432,432,8
433,433,2
434,434,2
435,435,2
436,436,1
437,437,7
438,438,1
439,439,13
440,440,9
441,441,2
442,442,3
443,443,2
444,444,2
445,445,2
446,446,8
447,447,7
448,448,11
449,449,10
450,450,8
451,451,7
452,452,8
453,453,8
454,454,2
455,455,8
456,456,7
457,457,7
458,458,2
459,459,1
460,460,13
461,461,2
462,462,2
463,463,12
464,464,12
465,465,7
466,466,11
467,467,12
468,468,9
469,469,11
470,470,4
471,471,2
472,472,12
473,473,2
474,474,2
475,475,9
476,476,11
477,477,9
478,478,8
479,479,6
480,480,15
481,481,1
482,482,2
483,483,11
484,484,1
485,485,8
486,486,11
487,487,2
488,488,2
489,489,12
490,490,5
491,491,2
492,492,2
493,493,8
494,494,2
495,495,2
496,496,2
497,497,3
498,498,5
499,499,12
500,500,10
501,501,2
502,502,2
503,503,3
504,504,2
505,505,10
506,506,2
507,507,2
508,508,2
509,509,8
510,510,2
511,511,2
512,512,3
513,513,2
514,514,8
515,515,1
516,516,3
517,517,1
518,518,13
519,519,14
520,520,0
521,521,2
522,522,6
523,523,2
524,524,1
525,525,6
526,526,5
527,527,1
528,528,8
529,529,2
530,530,2
531,531,10
532,532,3
533,533,13
534,534,2
535,535,2
536,536,12
537,537,2
538,538,2
539,539,7
540,540,14
541,541,1
542,542,7
543,543,1
544,544,6
545,545,9
546,546,10
547,547,2
548,548,2
549,549,2
550,550,6
551,551,2
552,552,2
553,553,1
554,554,14
555,555,4
556,556,7
557,557,8
558,558,7
559,559,1
560,560,15
561,561,2
562,562,10
563,563,2
564,564,14
565,565,4
566,566,14
567,567,12
568,568,2
569,569,11
570,570,10
571,571,1
572,572,11
573,573,2
574,574,2
575,575,2
576,576,1
577,577,2
578,578,2
579,579,2
580,580,4
581,581,15
582,582,10
583,583,2
584,584,2
585,585,8
586,586,1
587,587,2
588,588,11
589,589,1
590,590,2
591,591,4
592,592,10
593,593,12
594,594,2
595,595,8
596,596,3
597,597,5
598,598,11
599,599,2
600,600,2
601,601,2
602,602,12
603,603,2
604,604,10
605,605,7
606,606,11
607,607,1
608,608,2
609,609,4
610,610,2
611,611,2
612,612,2
613,613,2
614,614,7
615,615,11
616,616,7
617,617,12
618,618,2
619,619,2
620,620,10
621,621,2
622,622,4
623,623,2
624,624,8
625,625,2
626,626,8
627,627,3
628,628,7
629,629,5
630,630,13
631,631,1
632,632,6
633,633,4
634,634,11
635,635,15
636,636,13
637,637,2
638,638,11
639,639,5
640,640,1
641,641,5
642,642,4
643,643,4
644,644,2
645,645,10
646,646,2
647,647,1
648,648,15
649,649,1
650,650,12
651,651,2
652,652,13
653,653,2
654,654,2
655,655,4
656,656,2
657,657,11
658,658,3
659,659,5
660,660,8
661,661,2
662,662,7
663,663,12
664,664,4
665,665,5
666,666,13
667,667,7
668,668,15
669,669,1
670,670,4
671,671,2
672,672,2
673,673,7
674,674,1
675,675,2
676,676,2
677,677,15
678,678,2
679,679,2
680,680,2
681,681,2
682,682,2
683,683,15
684,684,2
685,685,5
686,686,12
687,687,1
688,688,2
689,689,3
690,690,5
691,691,2
692,692,15
693,693,2
694,694,2
695,695,2
696,696,2
697,697,3
698,698,8
699,699,13
700,700,2
701,701,5
702,702,6
703,703,2
704,704,2
705,705,7
706,706,1
707,707,2
708,708,9
709,709,5
710,710,7
711,711,2
712,712,3
713,713,2
714,714,8
715,715,7
716,716,14
717,717,11
718,718,2
719,719,2
720,720,12
721,721,2
722,722,8
723,723,2
724,724,7
725,725,2
726,726,8
727,727,2
728,728,11
729,729,13
730,730,2
731,731,1
732,732,2
733,733,8
734,734,2
735,735,2
736,736,8
737,737,7
738,738,3
739,739,2
740,740,10
741,741,2
742,742,1
743,743,2
744,744,2
745,745,3
746,746,5
747,747,9
748,748,2
749,749,2
750,750,9
751,751,9
752,752,1
753,753,2
754,754,2
755,755,7
756,756,9
757,757,2
758,758,15
759,759,2
760,760,12
761,761,14
762,762,2
763,763,2
764,764,13
765,765,9
766,766,2
767,767,8
768,768,7
769,769,9
770,770,4
771,771,9
772,772,14
773,773,2
774,774,2
775,775,0
776,776,2
777,777,7
778,778,7
779,779,2
780,780,5
781,781,2
782,782,2
783,783,2
784,784,1
785,785,14
786,786,1
787,787,2
788,788,15
789,789,6
790,790,7
791,791,2
792,792,2
793,793,10
794,794,1
795,795,2
796,796,6
797,797,11
798,798,1
799,799,2
800,800,13
801,801,2
802,802,2
803,803,2
804,804,13
805,805,15
806,806,2
807,807,6
808,808,6
809,809,2
810,810,3
811,811,2
812,812,2
813,813,2
814,814,9
815,815,2
816,816,7
817,817,1
818,818,2
819,819,6
820,820,4
821,821,11
822,822,2
823,823,2
824,824,1
825,825,7
826,826,2
827,827,7
828,828,2
829,829,0
830,830,1
831,831,2
832,832,8
833,833,2
834,834,13
835,835,2
836,836,13
837,837,2
838,838,8
839,839,2
840,840,2
841,841,10
842,842,8
843,843,9
844,844,6
845,845,2
846,846,1
847,847,2
848,848,2
849,849,4
850,850,2
851,851,2
852,852,6
853,853,12
854,854,2
855,855,3
856,856,7
857,857,1
858,858,2
859,859,13
860,860,6
861,861,2
862,862,2
863,863,14
864,864,2
865,865,2
866,866,4
867,867,8
868,868,2
869,869,2
870,870,2
871,871,5
872,872,4
873,873,2
874,874,2
875,875,2
876,876,5
877,877,11
878,878,2
879,879,8
880,880,2
881,881,10
882,882,11
883,883,2
884,884,2
885,885,8
886,886,13
887,887,10
888,888,11
889,889,6
890,890,13
891,891,1
892,892,2
893,893,2
894,894,5
895,895,9
896,896,15
897,897,8
898,898,2
899,899,2
900,900,7
901,901,2
902,902,3
903,903,3
904,904,6
905,905,2
906,906,4
907,907,9
908,908,1
909,909,4
910,910,2
911,911,2
912,912,4
913,913,5
914,914,5
915,915,12
916,916,15
917,917,2
918,918,8
919,919,15
920,920,7
921,921,5
922,922,3
923,923,2
924,924,4
925,925,5
926,926,13
927,927,12
928,928,12
929,929,3
930,930,2
931,931,15
932,932,6
933,933,6
934,934,8
935,935,7
936,936,6
937,937,2
938,938,2
939,939,15
940,940,8
941,941,3
942,942,2
943,943,2
944,944,2
945,945,7
946,946,8
947,947,2
948,948,2
949,949,1
950,950,2
951,951,1
952,952,2
953,953,2
954,954,5
955,955,8
956,956,2
957,957,9
958,958,7
959,959,2
960,960,7
961,961,2
962,962,13
963,963,7
964,964,6
965,965,1
966,966,8
967,967,2
968,968,1
969,969,11
970,970,8
971,971,2
972,972,3
973,973,9
974,974,7
975,975,5
976,976,1
977,977,1
978,978,4
979,979,9
980,980,8
981,981,2
982,982,5
983,983,6
984,984,2
985,985,2
986,986,13
987,987,9
988,988,2
989,989,2
990,990,2
991,991,2
992,992,8
993,993,1
994,994,9
995,995,7
996,996,10
997,997,1
998,998,2
999,999,2
1000,1000,2
1001,1001,4
1002,1002,6
1003,1003,6
1004,1004,0
1005,1005,6
1006,1006,2
1007,1007,3
1008,1008,9
1009,1009,2
1010,1010,6
1011,1011,2
1012,1012,2
1013,1013,2
1014,1014,2
1015,1015,5
1016,1016,2
1017,1017,4
1018,1018,9
1019,1019,7
1020,1020,12
1021,1021,2
1022,1022,9
1023,1023,2
1024,1024,2
1025,1025,2
1026,1026,2
1027,1027,8
1028,1028,7
1029,1029,2
1030,1030,1
1031,1031,1
1032,1032,3
1033,1033,8
1034,1034,11
1035,1035,2
1036,1036,2
1037,1037,2
1038,1038,5
1039,1039,2
1040,1040,8
1041,1041,1
1042,1042,15
1043,1043,2
1044,1044,4
1045,1045,12
1046,1046,11
1047,1047,2
1048,1048,13
1049,1049,2
1050,1050,7
1051,1051,2
1052,1052,1
1053,1053,2
1054,1054,2
1055,1055,1
1056,1056,2
1057,1057,3
1058,1058,2
1059,1059,10
1060,1060,6
1061,1061,7
1062,1062,15
1063,1063,2
1064,1064,7
1065,1065,2
1066,1066,2
1067,1067,11
1068,1068,12
1069,1069,8
1070,1070,5
1071,1071,2
1072,1072,2
1073,1073,2
1074,1074,5
1075,1075,3
1076,1076,1
1077,1077,1
1078,1078,0
1079,1079,2
1080,1080,7
1081,1081,3
1082,1082,12
1083,1083,5
1084,1084,2
1085,1085,12
1086,1086,5
1087,1087,1
1088,1088,11
1089,1089,12
1090,1090,2
1091,1091,2
1092,1092,13
1093,1093,14
1094,1094,1
1095,1095,9
1096,1096,2
1097,1097,1
1098,1098,7
1099,1099,6
1100,1100,5
1101,1101,2
1102,1102,3
1103,1103,2
1104,1104,10
1105,1105,6
1106,1106,12
1107,1107,8
1108,1108,2
1109,1109,2
1110,1110,6
1111,1111,1
1112,1112,2
1113,1113,2
1114,1114,2
1115,1115,2
1116,1116,2
1117,1117,9
1118,1118,7
1119,1119,11
1120,1120,7
1121,1121,12
1122,1122,2
1123,1123,12
1124,1124,3
1125,1125,2
1126,1126,2
1127,1127,11
1128,1128,11
1129,1129,6
1130,1130,9
1131,1131,1
1132,1132,2
1133,1133,2
1134,1134,2
1135,1135,2
1136,1136,10
1137,1137,2
1138,1138,11
1139,1139,6
1140,1140,12
1141,1141,8
1142,1142,3
1143,1143,2
1144,1144,3
1145,1145,8
1146,1146,12
1147,1147,2
1148,1148,13
1149,1149,12
1150,1150,2
1151,1151,6
1152,1152,2
1153,1153,2
1154,1154,4
1155,1155,2
1156,1156,13
1157,1157,11
1158,1158,1
1159,1159,6
1160,1160,13
1161,1161,1
1162,1162,2
1163,1163,2
1164,1164,6
1165,1165,1
1166,1166,1
1167,1167,2
1168,1168,2
1169,1169,12
1170,1170,2
1171,1171,1
1172,1172,14
1173,1173,2
1174,1174,3
1175,1175,11
1176,1176,6
1177,1177,12
1178,1178,2
1179,1179,1
1180,1180,2
1181,1181,2
1182,1182,12
1183,1183,2
1184,1184,15
1185,1185,15
1186,1186,2
1187,1187,11
1188,1188,7
1189,1189,15
1190,1190,2
1191,1191,2
1192,1192,9
1193,1193,6
1194,1194,2
1195,1195,3
1196,1196,8
1197,1197,6
1198,1198,1
1199,1199,7
1200,1200,6
1201,1201,2
1202,1202,1
1203,1203,3
1204,1204,0
1205,1205,2
1206,1206,2
1207,1207,3
1208,1208,15
1209,1209,8
1210,1210,9
1211,1211,2
1212,1212,8
1213,1213,2
1214,1214,4
1215,1215,11
1216,1216,2
1217,1217,13
1218,1218,2
1219,1219,1
1220,1220,6
1221,1221,2
1222,1222,2
1223,1223,3
1224,1224,2
1225,1225,7
1226,1226,10
1227,1227,4
1228,1228,6
1229,1229,2
1230,1230,2
1231,1231,11
1232,1232,2
1233,1233,2
1234,1234,3
1235,1235,2
1236,1236,2
1237,1237,1
1238,1238,2
1239,1239,2
1240,1240,14
1241,1241,2
1242,1242,7
1243,1243,1
1244,1244,1
1245,1245,10
1246,1246,11
1247,1247,13
1248,1248,10
1249,1249,1
1250,1250,4
1251,1251,6
1252,1252,2
1253,1253,2
1254,1254,2
1255,1255,3
1256,1256,1
1257,1257,2
1258,1258,2
1259,1259,2
1260,1260,1
1261,1261,9
1262,1262,4
1263,1263,12
1264,1264,12
1265,1265,2
1266,1266,2
1267,1267,9
1268,1268,6
1269,1269,10
1270,1270,12
1271,1271,11
1272,1272,2
1273,1273,2
1274,1274,2
1275,1275,4
1276,1276,6
1277,1277,7
1278,1278,2
1279,1279,4
1280,1280,2
1281,1281,1
1282,1282,9
1283,1283,3
1284,1284,15
1285,1285,4
1286,1286,1
1287,1287,2
1288,1288,6
1289,1289,6
1290,1290,2
1291,1291,2
1292,1292,11
1293,1293,6
1294,1294,2
1295,1295,2
1296,1296,2
1297,1297,1
1298,1298,7
1299,1299,2
1300,1300,9
1301,1301,2
1302,1302,12
1303,1303,11
1304,1304,14
1305,1305,6
1306,1306,2
1307,1307,2
1308,1308,2
1309,1309,8
1310,1310,2
1311,1311,12
1312,1312,2
1313,1313,13
1314,1314,1
1315,1315,8
1316,1316,2
1317,1317,15
1318,1318,2
1319,1319,2
1320,1320,14
1321,1321,6
1322,1322,2
1323,1323,2
1324,1324,2
1325,1325,12
1326,1326,2
1327,1327,13
1328,1328,2
1329,1329,10
1330,1330,4
1331,1331,11
1332,1332,12
1333,1333,10
1334,1334,14
1335,1335,2
1336,1336,2
1337,1337,2
1338,1338,11
1339,1339,12
1340,1340,2
1341,1341,8
1342,1342,1
1343,1343,6
1344,1344,3
1345,1345,5
1346,1346,9
1347,1347,8
1348,1348,11
1349,1349,13
1350,1350,2
1351,1351,10
1352,1352,2
1353,1353,2
1354,1354,5
1355,1355,2
1356,1356,2
1357,1357,2
1358,1358,2
1359,1359,1
1360,1360,2
1361,1361,11
1362,1362,7
1363,1363,2
1364,1364,1
1365,1365,2
1366,1366,11
1367,1367,1
1368,1368,7
1369,1369,2
1370,1370,2
1371,1371,12
1372,1372,9
1373,1373,5
1374,1374,1
1375,1375,2
1376,1376,2
1377,1377,8
1378,1378,7
1379,1379,2
1380,1380,1
1381,1381,7
1382,1382,5
1383,1383,1
1384,1384,13
1385,1385,12
1386,1386,2
1387,1387,0
1388,1388,11
1389,1389,7
1390,1390,2
1391,1391,2
1392,1392,13
1393,1393,12
1394,1394,2
1395,1395,13
1396,1396,13
1397,1397,2
1398,1398,1
1399,1399,12
1400,1400,2
1401,1401,2
1402,1402,2
1403,1403,11
1404,1404,2
1405,1405,2
1406,1406,2
1407,1407,11
1408,1408,2
1409,1409,6
1410,1410,10
1411,1411,3
1412,1412,5
1413,1413,3
1414,1414,13
1415,1415,8
1416,1416,8
1417,1417,2
1418,1418,7
1419,1419,15
1420,1420,3
1421,1421,12
1422,1422,14
1423,1423,2
1424,1424,2
1425,1425,1
1426,1426,2
1427,1427,10
1428,1428,2
1429,1429,2
1430,1430,7
1431,1431,10
1432,1432,2
1433,1433,11
1434,1434,9
1435,1435,8
1436,1436,3
1437,1437,0
1438,1438,1
1439,1439,12
1440,1440,5
1441,1441,11
1442,1442,11
1443,1443,2
1444,1444,1
1445,1445,3
1446,1446,2
1447,1447,1
1448,1448,10
1449,1449,2
1450,1450,0
1451,1451,13
1452,1452,10
1453,1453,3
1454,1454,15
1455,1455,2
1456,1456,9
1457,1457,10
1458,1458,7
1459,1459,6
1460,1460,2
1461,1461,7
1462,1462,6
1463,1463,14
1464,1464,3
1465,1465,3
1466,1466,5
1467,1467,9
1468,1468,12
1469,1469,9
1470,1470,12
1471,1471,10
1472,1472,1
1473,1473,5
1474,1474,7
1475,1475,2
1476,1476,2
1477,1477,2
1478,1478,12
1479,1479,1
1480,1480,6
1481,1481,1
1482,1482,12
1483,1483,2
1484,1484,6
1485,1485,7
1486,1486,2
1487,1487,2
1488,1488,2
1489,1489,3
1490,1490,8
1491,1491,1
1492,1492,1
1493,1493,12
1494,1494,2
1495,1495,6
1496,1496,13
1497,1497,2
1498,1498,1
1499,1499,2
1500,1500,2
1501,1501,1
1502,1502,6
1503,1503,2
1504,1504,2
1505,1505,14
1506,1506,2
1507,1507,0
1508,1508,2
1509,1509,8
1510,1510,11
1511,1511,2
1512,1512,2
1513,1513,15
1514,1514,2
1515,1515,2
1516,1516,11
1517,1517,2
1518,1518,10
1519,1519,11
1520,1520,2
1521,1521,2
1522,1522,2
1523,1523,2
1524,1524,12
1525,1525,10
1526,1526,8
1527,1527,2
1528,1528,1
1529,1529,7
1530,1530,1
1531,1531,2
1532,1532,1
1533,1533,13
1534,1534,2
1535,1535,1
1536,1536,2
1537,1537,6
1538,1538,2
1539,1539,5
1540,1540,3
1541,1541,3
1542,1542,2
1543,1543,2
1544,1544,11
1545,1545,2
1546,1546,15
1547,1547,2
1548,1548,2
1549,1549,7
1550,1550,7
1551,1551,3
1552,1552,6
1553,1553,2
1554,1554,3
1555,1555,12
1556,1556,9
1557,1557,2
1558,1558,11
1559,1559,1
1560,1560,9
1561,1561,1
1562,1562,6
1563,1563,5
1564,1564,2
1565,1565,8
1566,1566,9
1567,1567,9
1568,1568,12
1569,1569,2
1570,1570,2
1571,1571,1
1572,1572,10
1573,1573,1
1574,1574,13
1575,1575,2
1576,1576,4
1577,1577,2
1578,1578,6
1579,1579,4
1580,1580,4
1581,1581,1
1582,1582,8
1583,1583,5
1584,1584,2
1585,1585,2
1586,1586,2
1587,1587,7
1588,1588,2
1589,1589,7
1590,1590,4
1591,1591,8
1592,1592,2
1593,1593,2
1594,1594,2
1595,1595,2
1596,1596,2
1597,1597,10
1598,1598,9
1599,1599,6
1600,1600,2
1601,1601,3
1602,1602,10
1603,1603,1
1604,1604,2
1605,1605,3
1606,1606,7
1607,1607,1
1608,1608,3
1609,1609,2
1610,1610,5
1611,1611,2
1612,1612,2
1613,1613,2
1614,1614,12
1615,1615,9
1616,1616,5
1617,1617,12
1618,1618,2
1619,1619,2
1620,1620,2
1621,1621,8
1622,1622,8
1623,1623,12
1624,1624,6
1625,1625,7
1626,1626,13
1627,1627,2
1628,1628,1
1629,1629,2
1630,1630,2
1631,1631,9
1632,1632,4
1633,1633,11
1634,1634,4
1635,1635,2
1636,1636,1
1637,1637,2
1638,1638,7
1639,1639,2
1640,1640,11
1641,1641,6
1642,1642,4
1643,1643,3
1644,1644,6
1645,1645,13
1646,1646,12
1647,1647,6
1648,1648,11
1649,1649,6
1650,1650,2
1651,1651,13
1652,1652,3
1653,1653,12
1654,1654,12
1655,1655,2
1656,1656,2
1657,1657,2
1658,1658,1
1659,1659,8
1660,1660,2
1661,1661,5
1662,1662,2
1663,1663,2
1664,1664,2
1665,1665,2
1666,1666,1
1667,1667,1
1668,1668,12
1669,1669,2
1670,1670,2
1671,1671,15
1672,1672,2
1673,1673,7
1674,1674,2
1675,1675,2
1676,1676,8
1677,1677,4
1678,1678,4
1679,1679,3
1680,1680,10
1681,1681,3
1682,1682,1
1683,1683,2
1684,1684,8
1685,1685,4
1686,1686,0
1687,1687,2
1688,1688,2
1689,1689,2
1690,1690,3
1691,1691,14
1692,1692,6
1693,1693,10
1694,1694,7
1695,1695,2
1696,1696,1
1697,1697,3
1698,1698,5
1699,1699,9
1700,1700,2
1701,1701,2
1702,1702,7
1703,1703,1
1704,1704,8
1705,1705,2
1706,1706,2
1707,1707,1
1708,1708,2
1709,1709,13
1710,1710,2
1711,1711,8
1712,1712,11
1713,1713,2
1714,1714,2
1715,1715,10
1716,1716,1
1717,1717,4
1718,1718,4
1719,1719,12
1720,1720,6
1721,1721,1
1722,1722,2
1723,1723,6
1724,1724,3
1725,1725,1
1726,1726,8
1727,1727,9
1728,1728,12
1729,1729,6
1730,1730,2
1731,1731,9
1732,1732,2
1733,1733,2
1734,1734,2
1735,1735,12
1736,1736,5
1737,1737,2
1738,1738,3
1739,1739,6
1740,1740,7
1741,1741,2
1742,1742,0
1743,1743,2
1744,1744,2
1745,1745,7
1746,1746,2
1747,1747,2
1748,1748,3
1749,1749,5
1750,1750,7
1751,1751,2
1752,1752,7
1753,1753,5
1754,1754,2
1755,1755,10
1756,1756,8
1757,1757,2
1758,1758,11
1759,1759,8
1760,1760,2
1761,1761,10
1762,1762,1
1763,1763,8
1764,1764,0
1765,1765,11
1766,1766,2
1767,1767,13
1768,1768,2
1769,1769,2
1770,1770,2
1771,1771,8
1772,1772,3
1773,1773,0
1774,1774,8
1775,1775,11
1776,1776,1
1777,1777,3
1778,1778,2
1779,1779,8
1780,1780,2
1781,1781,1
1782,1782,9
1783,1783,8
1784,1784,2
1785,1785,2
1786,1786,2
1787,1787,3
1788,1788,2
1789,1789,1
1790,1790,4
1791,1791,12
1792,1792,2
1793,1793,2
1794,1794,2
1795,1795,3
1796,1796,14
1797,1797,8
1798,1798,8
1799,1799,2
1800,1800,7
1801,1801,5
1802,1802,2
1803,1803,5
1804,1804,5
1805,1805,2
1806,1806,2
1807,1807,1
1808,1808,8
1809,1809,12
1810,1810,2
1811,1811,10
1812,1812,2
1813,1813,1
1814,1814,4
1815,1815,3
1816,1816,1
1817,1817,2
1818,1818,9
1819,1819,5
1820,1820,2
1821,1821,13
1822,1822,8
1823,1823,6
1824,1824,2
1825,1825,2
1826,1826,3
1827,1827,7
1828,1828,3
1829,1829,8
1830,1830,2
1831,1831,0
1832,1832,15
1833,1833,11
1834,1834,4
1835,1835,3
1836,1836,11
1837,1837,2
1838,1838,8
1839,1839,11
1840,1840,2
1841,1841,2
1842,1842,6
1843,1843,2
1844,1844,2
1845,1845,4
1846,1846,2
1847,1847,12
1848,1848,7
1849,1849,1
1850,1850,10
1851,1851,11
1852,1852,10
1853,1853,8
1854,1854,1
1855,1855,1
1856,1856,2
1857,1857,2
1858,1858,12
1859,1859,3
1860,1860,2
1861,1861,1
1862,1862,2
1863,1863,2
1864,1864,12
1865,1865,7
1866,1866,2
1867,1867,2
1868,1868,11
1869,1869,2
1870,1870,2
1871,1871,3
1872,1872,12
1873,1873,2
1874,1874,8
1875,1875,9
1876,1876,2
1877,1877,6
1878,1878,2
1879,1879,2
1880,1880,3
1881,1881,2
1882,1882,7
1883,1883,11
1884,1884,12
1885,1885,12
1886,1886,12
1887,1887,6
1888,1888,10
1889,1889,12
1890,1890,2
1891,1891,5
1892,1892,2
1893,1893,0
1894,1894,2
1895,1895,12
1896,1896,2
1897,1897,2
1898,1898,7
1899,1899,2
1900,1900,6
1901,1901,4
1902,1902,7
1903,1903,3
1904,1904,8
1905,1905,2
1906,1906,13
1907,1907,3
1908,1908,9
1909,1909,6
1910,1910,2
1911,1911,12
1912,1912,2
1913,1913,0
1914,1914,2
1915,1915,4
1916,1916,12
1917,1917,12
1918,1918,5
1919,1919,12
1920,1920,1
1921,1921,11
1922,1922,2
1923,1923,5
1924,1924,7
1925,1925,3
1926,1926,7
1927,1927,7
1928,1928,2
1929,1929,5
1930,1930,3
1931,1931,6
1932,1932,2
1933,1933,9
1934,1934,11
1935,1935,6
1936,1936,2
1937,1937,10
1938,1938,2
1939,1939,2
1940,1940,9
1941,1941,6
1942,1942,8
1943,1943,6
1944,1944,12
1945,1945,11
1946,1946,5
1947,1947,6
1948,1948,8
1949,1949,7
1950,1950,11
1951,1951,2
1952,1952,8
1953,1953,4
1954,1954,9
1955,1955,4
1956,1956,5
1957,1957,2
1958,1958,9
1959,1959,10
1960,1960,2
1961,1961,9
1962,1962,3
1963,1963,2
1964,1964,1
1965,1965,2
1966,1966,0
1967,1967,3
1968,1968,2
1969,1969,2
1970,1970,9
1971,1971,2
1972,1972,1
1973,1973,2
1974,1974,6
1975,1975,2
1976,1976,8
1977,1977,1
1978,1978,2
1979,1979,2
1980,1980,8
1981,1981,11
1982,1982,2
1983,1983,14
1984,1984,10
1985,1985,9
1986,1986,2
1987,1987,12
1988,1988,0
1989,1989,15
1990,1990,7
1991,1991,2
1992,1992,2
1993,1993,4
1994,1994,12
1995,1995,4
1996,1996,10
1997,1997,7
